"Table 210-06821 : Labour force and labour force participation rate by District Council district, sex and age",,,,,,,,,,,,,,,,
2001,Tsuen Wan,Both sexes,13.5,44.5,47.5,26.6,118.5,10.0,142.0,42.1,90.4,83.6,70.7,82.6,20.0,62.9
2001,Tuen Mun,Male,21.9,32.7,47.2,37.9,117.8,12.6,152.3,50.6,97.7,97.7,94.5,96.7,39.8,77.4
2001,Tuen Mun,Female,20.3,30.8,27.2,18.3,76.3,2.5,99.2,50.0,74.1,52.6,48.7,58.3,8.5,49.3
2001,Tuen Mun,Both sexes,42.2,63.4,74.4,56.3,194.2,15.1,251.5,50.3,84.6,74.4,72.3,76.8,24.8,63.2
2001,Yuen Long,Male,16.1,34.1,46.2,29.6,109.9,10.3,136.3,49.0,97.6,97.0,91.9,95.7,31.4,75.5
2001,Yuen Long,Female,16.1,32.0,26.1,12.7,70.8,2.5,89.5,46.9,73.2,53.2,45.4,58.7,8.3,48.2
2001,Yuen Long,Both sexes,32.2,66.1,72.3,42.3,180.7,12.8,225.8,47.9,84.0,74.8,70.3,76.7,20.3,61.7
2001,North,Male,9.3,18.9,30.1,19.3,68.3,7.4,84.9,43.4,96.3,96.3,91.1,94.8,33.4,73.6
2001,North,Female,9.5,19.3,19.0,9.4,47.7,1.9,59.1,45.2,76.5,54.0,50.5,60.4,8.4,48.2
2001,North,Both sexes,18.8,38.2,49.1,28.6,116.0,9.3,144.0,44.3,85.2,73.9,72.1,76.8,20.7,60.5
2001,Tai Po,Male,10.2,17.1,31.6,22.3,71.1,6.2,87.5,44.6,97.8,97.1,93.9,96.2,31.5,75.1
2001,Tai Po,Female,11.8,18.9,23.0,10.5,52.4,1.5,65.7,45.3,79.3,58.1,49.9,62.0,7.0,49.5
2001,Tai Po,Both sexes,22.0,36.0,54.6,32.9,123.5,7.7,153.2,45.0,87.2,75.7,73.2,78.0,18.5,61.5
2001,Sha Tin,Male,20.8,42.3,56.8,47.8,146.9,16.2,183.9,43.2,97.2,97.3,93.8,96.1,33.3,73.7
2001,Sha Tin,Female,22.3,45.0,43.8,23.5,112.2,4.4,139.0,46.3,83.9,62.8,47.1,64.8,8.7,51.2
2001,Sha Tin,Both sexes,43.2,87.3,100.6,71.3,259.1,20.5,322.8,44.8,89.9,78.5,70.7,79.5,20.8,62.0
2001,Sai Kung,Male,9.8,26.2,34.6,22.1,82.9,7.8,100.6,41.5,98.1,97.7,94.1,96.8,36.7,77.0
2001,Sai Kung,Female,12.5,29.3,23.3,11.8,64.4,1.7,78.6,50.5,83.6,63.2,53.2,68.4,8.0,56.1
2001,Sai Kung,Both sexes,22.4,55.5,57.9,33.9,147.3,9.5,179.1,46.1,89.8,80.1,74.2,81.9,22.4,66.2
2001,Islands,Male,2.7,6.9,9.5,6.0,22.4,2.4,27.5,46.7,90.3,96.7,93.5,93.8,33.0,74.4
2001,Islands,Female,2.9,6.4,6.5,3.1,15.9,0.7,19.5,49.4,70.3,63.9,53.8,64.0,10.5,51.6
2001,Islands,Both sexes,5.5,13.3,15.9,9.1,38.3,3.2,47.0,48.1,79.4,80.0,74.9,78.6,21.9,62.9
2001,Whole Territory,Male,198.7,476.8,626.2,460.2,1563.2,201.6,1963.5,44.3,97.0,97.1,93.1,95.9,33.1,73.0
2001,Whole Territory,Female,208.1,496.3,452.2,250.0,1198.5,57.1,1463.8,45.6,81.2,63.3,52.3,66.5,9.2,50.8
2001,Whole Territory,Both sexes,406.8,973.1,1078.5,710.2,2761.8,258.7,3427.3,44.9,88.2,79.4,73.0,80.4,21.0,61.5
2002,Central and Western,Male,4.3,17.7,21.1,17.5,56.3,9.9,70.5,31.5,95.4,97.5,94.5,95.9,41.2,73.2
2002,Central and Western,Female,6.1,22.3,21.8,13.2,57.3,3.9,67.3,41.4,86.8,75.6,62.9,75.9,15.5,58.4
2002,Central and Western,Both sexes,10.4,40.0,42.9,30.7,113.7,13.8,137.8,36.7,90.4,85.0,77.7,84.6,28.1,65.1
2002,Wan Chai (3),Male,2.1,10.2,14.7,12.1,37.0,5.4,44.5,30.0,95.1,97.6,92.0,95.0,34.9,72.5
2002,Wan Chai (3),Female,3.4,15.0,15.2,9.6,39.8,2.0,45.3,46.9,87.6,77.2,63.8,76.8,12.8,60.2
2002,Wan Chai (3),Both sexes,5.6,25.3,29.9,21.7,76.8,7.4,89.8,38.6,90.5,86.0,77.0,84.6,23.7,65.7
2002,Eastern (3),Male,13.9,40.2,54.0,45.4,139.7,20.4,174.0,37.9,96.3,98.0,92.7,95.7,33.9,71.7
2002,Eastern (3),Female,15.6,50.4,48.2,29.3,127.9,6.8,150.4,43.2,87.4,72.3,60.0,73.9,10.1,54.4
2002,Eastern (3),Both sexes,29.5,90.6,102.3,74.8,267.6,27.3,324.4,40.5,91.2,83.9,76.4,83.9,21.4,62.5
2002,Southern,Male,8.6,17.5,25.0,21.7,64.3,8.5,81.3,44.4,97.7,97.3,94.2,96.4,33.7,73.1
2002,Southern,Female,9.3,20.5,22.4,13.8,56.6,2.6,68.5,49.9,85.4,73.3,58.9,72.7,10.0,55.7
2002,Southern,Both sexes,17.9,38.0,47.4,35.5,120.9,11.1,149.9,47.1,90.7,84.2,76.5,83.6,21.5,64.0
2002,Yau Tsim Mong,Male,6.1,24.1,23.7,20.6,68.4,11.0,85.4,41.4,97.5,96.7,93.0,95.8,33.6,72.0
2002,Yau Tsim Mong,Female,6.4,21.5,18.6,12.5,52.6,3.9,62.9,42.3,81.1,69.1,56.9,69.7,11.8,51.0
2002,Yau Tsim Mong,Both sexes,12.4,45.6,42.3,33.1,121.0,14.8,148.3,41.8,89.0,82.2,75.0,82.4,22.7,61.3
2002,Sham Shui Po,Male,9.4,24.9,27.8,25.8,78.6,13.2,101.3,43.1,94.4,95.0,90.7,93.4,29.2,66.8
2002,Sham Shui Po,Female,9.1,23.8,22.4,15.6,61.8,4.2,75.0,42.6,81.0,65.8,56.0,67.7,9.9,48.5
2002,Sham Shui Po,Both sexes,18.5,48.7,50.2,41.5,140.4,17.4,176.3,42.8,87.4,79.4,73.5,80.0,19.9,57.6
2002,Kowloon City,Male,6.9,25.7,30.9,23.3,79.8,13.5,100.2,35.3,95.3,96.9,92.8,95.1,33.7,69.8
2002,Kowloon City,Female,8.1,31.3,26.1,15.8,73.2,4.6,85.9,39.1,84.4,69.7,55.5,71.1,10.8,51.8
2002,Kowloon City,Both sexes,15.0,57.0,57.0,39.0,153.0,18.1,186.1,37.2,89.0,82.2,73.0,81.9,22.0,60.1
2002,Wong Tai Sin,Male,11.4,28.9,42.5,28.6,100.0,12.5,124.0,42.1,96.9,96.7,91.1,95.1,25.4,68.3
2002,Wong Tai Sin,Female,12.5,27.0,30.3,16.1,73.3,4.8,90.7,46.4,79.8,66.2,55.0,67.4,8.4,47.0
2002,Wong Tai Sin,Both sexes,23.9,55.9,72.8,44.7,173.4,17.3,214.6,44.3,87.8,81.2,73.7,81.0,16.3,57.3
2002,Kwun Tong,Male,16.9,38.4,50.4,36.3,125.2,19.1,161.2,45.5,96.5,96.7,92.1,95.3,28.8,68.7
2002,Kwun Tong,Female,15.4,38.4,35.5,22.6,96.5,6.6,118.5,43.9,82.4,64.5,54.8,67.6,9.9,48.5
2002,Kwun Tong,Both sexes,32.4,76.8,85.9,59.0,221.7,25.7,279.7,44.7,88.9,80.2,73.0,80.8,19.4,58.4
2002,Kwai Tsing,Male,16.7,41.7,39.7,31.6,113.0,17.8,147.4,49.8,96.7,96.0,92.4,95.2,31.7,70.8
2002,Kwai Tsing,Female,14.5,37.8,27.4,18.1,83.3,6.2,104.1,44.2,85.0,62.1,53.0,67.9,11.5,49.6
2002,Kwai Tsing,Both sexes,31.2,79.5,67.1,49.7,196.3,24.0,251.5,47.0,90.8,78.6,72.6,81.3,21.8,60.2
2002,Tsuen Wan,Male,6.3,20.0,26.4,18.0,64.5,8.2,79.0,41.0,96.3,97.5,93.0,95.8,34.4,74.1
2002,Tsuen Wan,Female,7.4,22.6,20.1,12.0,54.7,2.7,64.8,44.1,84.1,68.7,60.1,71.9,11.1,55.3
2002,Tsuen Wan,Both sexes,13.7,42.6,46.5,30.0,119.2,10.9,143.8,42.6,89.4,82.5,76.3,83.1,22.6,64.3
2002,Tuen Mun,Male,19.7,35.5,47.4,39.4,122.2,12.8,154.7,49.5,96.5,96.6,93.4,95.5,38.5,77.0
2002,Tuen Mun,Female,20.1,30.1,30.9,20.5,81.5,3.8,105.4,52.3,73.2,56.8,52.6,60.6,12.2,51.6
2002,Tuen Mun,Both sexes,39.8,65.6,78.3,59.8,203.7,16.6,260.1,50.9,84.2,75.7,73.8,77.6,25.7,64.2
2002,Yuen Long,Male,17.6,33.5,51.1,31.9,116.4,11.5,145.5,49.1,96.3,96.8,90.7,94.9,35.3,76.2
2002,Yuen Long,Female,17.0,33.1,31.4,16.6,81.0,3.1,101.0,48.2,72.6,56.2,51.9,60.8,9.0,49.8
2002,Yuen Long,Both sexes,34.6,66.5,82.4,48.5,197.4,14.5,246.6,48.6,82.9,75.9,72.3,77.1,21.8,62.6
2002,North,Male,8.6,17.5,27.1,21.8,66.4,6.0,80.9,42.9,98.5,96.1,94.3,96.1,28.4,73.5
2002,North,Female,10.5,16.9,19.3,10.6,46.8,1.5,58.8,44.9,73.8,59.0,53.3,62.0,6.8,48.8
2002,North,Both sexes,19.1,34.5,46.4,32.4,113.2,7.4,139.7,44.0,84.6,76.1,75.4,78.3,17.5,60.6
2002,Tai Po,Male,11.3,15.6,29.5,25.1,70.2,6.1,87.6,47.1,96.2,96.2,94.8,95.7,28.8,73.8
2002,Tai Po,Female,11.5,16.8,21.7,12.9,51.5,2.1,65.0,46.1,81.3,59.6,53.0,63.1,9.2,50.5
2002,Tai Po,Both sexes,22.8,32.4,51.2,38.0,121.6,8.2,152.6,46.6,87.8,76.4,74.7,78.6,18.8,61.7
2002,Sha Tin,Male,23.3,41.9,55.0,47.9,144.8,18.9,187.0,46.2,97.7,97.2,93.0,95.9,37.7,74.4
2002,Sha Tin,Female,22.1,45.1,44.4,27.6,117.1,5.5,144.6,46.2,83.6,64.5,52.1,66.7,10.6,52.5
2002,Sha Tin,Both sexes,45.4,87.0,99.4,75.5,261.9,24.4,331.7,46.2,89.9,79.3,72.3,80.2,23.8,62.9
2002,Sai Kung,Male,10.3,26.5,36.5,23.8,86.8,9.6,106.6,44.2,98.2,98.6,95.6,97.6,36.6,77.1
2002,Sai Kung,Female,11.0,31.6,26.1,13.5,71.3,2.8,85.0,48.8,84.8,63.6,57.7,70.0,10.7,56.6
2002,Sai Kung,Both sexes,21.2,58.1,62.6,37.3,158.0,12.3,191.6,46.5,90.5,80.2,77.3,82.9,23.6,66.4
2002,Islands,Male,2.8,6.2,8.9,6.4,21.5,2.6,26.8,52.4,96.8,96.5,86.4,93.3,34.4,74.9
2002,Islands,Female,2.7,7.3,6.7,3.7,17.7,0.8,21.2,44.1,73.9,62.7,59.5,66.1,11.1,52.9
2002,Islands,Both sexes,5.5,13.5,15.5,10.1,39.2,3.4,48.1,47.9,82.9,78.3,74.1,78.7,23.0,63.3
2002,Whole Territory,Male,196.3,466.0,611.6,477.4,1554.9,206.9,1958.1,44.1,96.6,96.9,92.8,95.5,32.8,72.4
2002,Whole Territory,Female,202.7,491.5,468.4,284.0,1243.9,67.9,1514.5,45.6,81.8,65.2,55.8,68.1,10.5,51.9
2002,Whole Territory,Both sexes,399.0,957.5,1080.0,761.4,2798.9,274.7,3472.6,44.9,88.4,80.0,74.4,81.0,21.5,61.7
2003,Central and Western,Male,4.5,15.5,20.9,17.1,53.6,9.7,67.7,33.9,95.2,96.9,94.0,95.5,43.7,74.0
2003,Central and Western,Female,5.7,22.3,22.1,14.0,58.4,4.0,68.1,43.5,84.8,79.2,64.2,76.9,16.5,60.2
2003,Central and Western,Both sexes,10.3,37.9,43.0,31.1,111.9,13.6,135.8,38.6,88.8,86.9,77.8,84.8,29.6,66.3
2003,Wan Chai (3),Male,2.2,10.8,12.8,10.3,33.8,6.9,42.9,37.9,98.1,98.2,94.1,96.9,41.9,75.1
2003,Wan Chai (3),Female,3.3,15.1,13.7,9.0,37.8,2.6,43.7,44.3,88.1,75.1,64.6,76.6,13.3,57.1
2003,Wan Chai (3),Both sexes,5.4,25.9,26.5,19.3,71.7,9.5,86.6,41.5,92.0,84.7,77.5,85.0,26.3,64.8
2003,Eastern (3),Male,13.4,39.0,50.8,44.1,133.9,21.8,169.0,39.7,96.8,96.6,92.8,95.4,35.2,71.6
2003,Eastern (3),Female,15.8,45.9,48.4,31.1,125.4,8.6,149.9,44.9,86.4,74.2,59.4,73.5,12.5,54.5
2003,Eastern (3),Both sexes,29.2,84.9,99.3,75.1,259.3,30.4,318.9,42.4,90.9,84.2,75.3,83.3,23.2,62.4
2003,Southern,Male,7.1,18.4,22.9,19.4,60.7,9.7,77.5,40.2,96.2,96.8,93.6,95.6,34.8,71.1
2003,Southern,Female,7.3,20.3,21.0,14.5,55.8,3.3,66.3,44.3,85.6,70.2,60.1,71.7,11.6,54.3
2003,Southern,Both sexes,14.4,38.7,43.9,33.9,116.5,13.0,143.8,42.2,90.4,81.9,75.6,82.5,23.2,62.2
2003,Yau Tsim Mong,Male,6.5,19.7,22.1,20.4,62.1,12.2,80.8,46.0,94.7,94.2,92.9,93.9,35.6,70.6
2003,Yau Tsim Mong,Female,7.3,19.7,18.3,11.8,49.8,4.1,61.2,48.4,81.2,67.6,54.9,68.4,12.2,50.4
2003,Yau Tsim Mong,Both sexes,13.7,39.4,40.3,32.2,111.9,16.3,141.9,47.3,87.5,79.9,74.1,80.5,24.0,60.2
2003,Sham Shui Po,Male,8.0,22.0,27.7,26.1,75.8,12.5,96.3,40.2,95.7,95.3,90.7,93.8,28.3,66.5
2003,Sham Shui Po,Female,8.1,20.2,22.3,15.2,57.7,4.4,70.2,38.2,78.3,67.1,54.3,66.3,10.2,46.4
2003,Sham Shui Po,Both sexes,16.1,42.3,50.0,41.3,133.6,16.8,166.5,39.2,86.5,80.3,72.7,79.5,19.3,56.2
2003,Kowloon City,Male,6.8,25.2,28.8,25.1,79.1,12.8,98.7,33.0,94.9,97.0,92.4,94.8,32.0,68.5
2003,Kowloon City,Female,10.2,29.7,27.1,17.7,74.5,5.6,90.4,43.8,85.4,73.0,58.9,73.1,12.6,53.1
2003,Kowloon City,Both sexes,17.0,54.9,55.9,42.8,153.6,18.4,189.1,38.7,89.5,83.7,74.8,82.9,21.7,60.2
2003,Wong Tai Sin,Male,13.3,26.9,38.8,31.0,96.7,12.1,122.1,46.9,95.9,96.0,91.5,94.5,23.5,67.0
2003,Wong Tai Sin,Female,10.9,25.7,28.6,17.9,72.3,3.8,87.0,41.0,78.8,66.7,55.7,67.1,6.7,45.4
2003,Wong Tai Sin,Both sexes,24.3,52.6,67.4,48.9,168.9,16.0,209.2,44.1,86.7,80.9,74.1,80.4,14.7,55.9
2003,Kwun Tong,Male,15.4,35.9,51.4,39.1,126.3,17.7,159.4,43.4,96.1,96.4,91.2,94.7,26.4,67.6
2003,Kwun Tong,Female,15.6,35.7,37.9,23.6,97.2,6.4,119.2,45.5,79.6,66.5,55.7,67.4,9.0,47.8
2003,Kwun Tong,Both sexes,31.0,71.6,89.3,62.7,223.5,24.1,278.7,44.4,87.1,81.0,73.5,80.5,17.5,57.4
2003,Kwai Tsing,Male,16.0,39.2,41.1,33.6,113.9,17.0,146.9,47.3,96.8,96.7,91.6,95.2,30.9,70.5
2003,Kwai Tsing,Female,14.7,34.0,29.3,19.9,83.2,5.1,103.0,44.5,81.1,64.6,52.4,66.4,9.5,48.6
2003,Kwai Tsing,Both sexes,30.7,73.2,70.5,53.5,197.2,22.1,250.0,45.9,88.8,80.2,71.7,80.5,20.4,59.5
2003,Tsuen Wan,Male,6.7,20.8,26.8,19.5,67.2,9.1,83.0,42.8,97.1,97.5,94.2,96.4,37.4,75.6
2003,Tsuen Wan,Female,8.0,22.1,22.5,10.8,55.4,2.8,66.1,46.7,85.4,73.1,53.1,72.0,11.4,55.7
2003,Tsuen Wan,Both sexes,14.7,42.9,49.3,30.3,122.5,11.9,149.2,44.8,90.6,84.6,73.9,83.6,24.2,65.2
2003,Tuen Mun,Male,20.9,35.7,44.4,43.0,123.1,13.7,157.7,53.0,96.4,97.2,94.5,96.0,39.7,78.0
2003,Tuen Mun,Female,20.4,32.9,32.2,21.3,86.5,4.1,111.0,52.2,76.8,58.0,50.5,61.5,13.2,52.7
2003,Tuen Mun,Both sexes,41.3,68.6,76.6,64.3,209.6,17.8,268.7,52.6,85.9,75.7,73.3,77.9,27.3,65.1
2003,Yuen Long,Male,17.8,34.2,51.2,34.8,120.1,11.9,149.8,50.6,97.4,95.6,90.7,94.6,31.5,74.9
2003,Yuen Long,Female,16.3,34.1,31.9,17.5,83.5,3.8,103.6,47.6,71.6,55.9,51.2,60.1,10.4,49.3
2003,Yuen Long,Both sexes,34.1,68.3,83.1,52.3,203.6,15.7,253.4,49.2,82.6,75.1,72.1,76.6,21.0,61.8
2003,North,Male,10.6,15.8,27.5,22.6,65.8,6.7,83.1,47.2,95.9,96.0,93.1,95.0,31.2,73.4
2003,North,Female,9.8,17.7,20.1,12.0,49.8,1.7,61.3,43.7,77.9,61.0,54.3,64.1,7.8,50.1
2003,North,Both sexes,20.3,33.5,47.5,34.6,115.6,8.4,144.4,45.5,85.5,77.3,74.7,78.6,19.3,61.3
2003,Tai Po,Male,11.5,15.5,25.0,26.6,67.1,7.8,86.4,46.9,95.3,97.2,92.6,94.9,33.2,72.8
2003,Tai Po,Female,12.0,16.5,20.7,13.0,50.1,2.3,64.4,46.3,79.9,61.3,51.2,62.9,10.1,50.2
2003,Tai Po,Both sexes,23.4,32.0,45.7,39.6,117.3,10.1,150.8,46.6,86.7,76.9,73.2,78.0,21.8,61.0
2003,Sha Tin,Male,21.2,42.8,51.2,48.9,142.9,19.3,183.5,45.4,96.8,97.5,93.9,96.0,37.1,74.1
2003,Sha Tin,Female,20.8,46.0,43.4,28.2,117.5,5.6,143.9,45.5,85.9,66.5,52.8,68.3,10.4,53.0
2003,Sha Tin,Both sexes,41.9,88.8,94.6,77.1,260.5,24.9,327.3,45.5,90.8,80.3,73.1,81.2,23.5,63.0
2003,Sai Kung,Male,10.3,27.5,36.6,25.6,89.7,8.7,108.7,39.4,96.0,97.3,93.2,95.7,35.0,75.1
2003,Sai Kung,Female,10.7,31.9,28.7,15.2,75.8,2.7,89.2,44.2,81.8,67.1,60.5,70.9,10.1,56.6
2003,Sai Kung,Both sexes,21.0,59.4,65.3,40.8,165.5,11.4,197.9,41.7,87.8,81.3,77.6,82.5,22.2,65.4
2003,Islands,Male,3.3,7.2,10.6,7.0,24.8,2.4,30.5,54.8,95.8,96.4,90.6,94.5,29.5,75.4
2003,Islands,Female,2.3,7.9,7.9,4.2,19.9,0.9,23.1,42.8,76.2,66.3,57.6,67.6,10.7,53.7
2003,Islands,Both sexes,5.7,15.1,18.4,11.2,44.7,3.3,53.6,49.1,84.4,80.7,74.7,80.3,20.1,64.2
2003,Whole Territory,Male,195.5,452.0,590.6,494.1,1536.7,212.0,1944.2,44.6,96.3,96.6,92.6,95.2,32.8,72.0
2003,Whole Territory,Female,199.0,477.8,476.0,296.9,1250.8,71.8,1521.6,45.3,81.4,66.7,55.6,68.2,10.7,51.7
2003,Whole Territory,Both sexes,394.5,929.9,1066.6,791.0,2787.5,283.8,3465.8,44.9,88.0,80.5,74.1,80.8,21.6,61.4
2004,Central and Western,Male,4.3,14.3,19.6,19.4,53.3,9.5,67.0,33.1,94.1,98.5,93.9,95.6,42.4,73.7
2004,Central and Western,Female,6.0,20.7,22.8,13.5,57.0,3.9,67.0,37.3,84.2,76.8,65.7,76.2,16.0,57.9
2004,Central and Western,Both sexes,10.3,34.9,42.5,32.9,110.3,13.4,134.0,35.4,88.0,85.5,79.8,84.5,28.5,64.9
2004,Wan Chai (3),Male,2.2,10.0,12.3,10.4,32.6,7.3,42.1,34.0,94.7,97.4,93.5,95.3,40.4,71.7
2004,Wan Chai (3),Female,3.5,13.7,14.5,11.2,39.4,3.4,46.3,42.6,89.7,81.7,66.8,79.1,17.8,60.0
2004,Wan Chai (3),Both sexes,5.7,23.7,26.7,21.6,72.0,10.7,88.4,38.8,91.7,88.2,77.4,85.7,28.8,65.1
2004,Eastern (3),Male,13.1,36.2,49.2,43.6,129.0,23.0,165.1,37.4,96.8,97.4,93.6,95.9,36.2,70.8
2004,Eastern (3),Female,16.5,43.9,48.0,31.4,123.3,8.7,148.6,45.2,87.6,74.6,59.3,73.6,12.1,53.8
2004,Eastern (3),Both sexes,29.6,80.1,97.2,75.0,252.3,31.7,313.7,41.4,91.5,84.6,75.3,83.5,23.3,61.6
2004,Southern,Male,7.9,16.4,24.5,19.7,60.5,10.1,78.5,46.7,97.0,97.7,93.3,96.0,37.6,73.5
2004,Southern,Female,7.8,19.7,22.6,14.7,56.9,3.6,68.3,47.3,85.3,71.6,64.1,73.5,12.4,55.6
2004,Southern,Both sexes,15.7,36.0,47.0,34.3,117.4,13.7,146.8,47.0,90.2,83.2,78.1,83.6,24.5,63.9
2004,Yau Tsim Mong,Male,7.4,21.6,24.4,20.9,66.9,12.1,86.5,46.3,96.0,97.5,90.2,94.6,39.5,73.6
2004,Yau Tsim Mong,Female,8.0,23.4,20.8,14.2,58.4,5.0,71.4,46.9,82.6,72.4,57.4,71.4,15.5,54.5
2004,Yau Tsim Mong,Both sexes,15.4,45.0,45.2,35.1,125.3,17.1,157.9,46.6,88.5,84.1,73.3,82.2,27.3,63.5
2004,Sham Shui Po,Male,9.8,20.9,27.3,26.8,74.9,12.3,97.0,43.7,95.4,96.4,91.6,94.3,28.9,67.2
2004,Sham Shui Po,Female,9.5,21.3,22.5,17.4,61.2,4.9,75.6,39.7,81.3,67.7,60.1,69.3,10.2,47.1
2004,Sham Shui Po,Both sexes,19.3,42.1,49.8,44.2,136.1,17.2,172.6,41.7,87.8,80.9,75.9,81.1,18.9,56.6
2004,Kowloon City,Male,7.5,23.2,28.6,26.3,78.2,13.7,99.4,36.7,95.8,97.1,93.4,95.4,32.2,68.5
2004,Kowloon City,Female,9.4,27.0,25.0,18.2,70.2,5.0,84.5,43.3,83.3,69.5,59.4,70.9,10.8,50.6
